sample,twist_mid_deg,twist_tip_deg,alpha_deg,CL,CD,LD,feasible
161,-1.572681636452689,-4.751802991713868,2.071631999116863,0.034561216330124794,0.010064305473968919,,False
162,-3.418965307003607,-2.2612796434102105,2.2485508413375577,0.04584974439510605,0.00979308502978982,,False
163,1.8173691239827239,-1.585100109055519,1.6670410303559757,0.14831875843844883,0.010480505506333344,14.151870665858642,True
164,-0.9860973222608411,-3.3658107075912023,4.624251355560281,0.2738941160245103,0.012775969194835491,21.43822608270128,True
165,0.41803422465601336,-5.621570909758994,3.1274797503811786,0.15262505499077955,0.011107796865396084,13.740353450849428,True
166,-2.01442629337801,-6.5256369622303385,3.0452658862303554,0.06683606099695287,0.010616929967061357,,False
167,-4.915456115468948,-3.2460528598647596,4.769927341496338,0.18580261364313058,0.011270647855655012,16.485530913815634,True
168,-5.860811004589623,0.11000647946180742,4.893710986165116,0.23191784440536642,0.011849239604295259,19.572382038869225,True
169,-2.953495294493803,-5.874707082325871,4.657682865513294,0.180047098418966,0.011599797982672987,15.521571900468308,True
170,-4.282882365882918,0.5579003394480271,1.8988886416618622,0.04745647272202107,0.009720204434476905,,False
171,-2.4912244574453464,-2.216706502025077,1.336540111096168,-0.0004913358003606817,0.009674559510653167,,False
172,-5.492555734792079,-7.887134628336255,3.719706343128798,0.004708411146059518,0.01101088163071613,,False
173,-0.31308693698082735,-7.142827401178728,3.952554768536169,0.17036809389114752,0.011736881450297283,14.515618532283314,True
174,-5.966144515962426,-5.530042020397254,4.997606548882702,0.13486611239640622,0.011107829632838987,12.14153591244238,True
175,1.06540322555687,-0.8979214590450484,1.0600907105483273,0.09399348356218579,0.009910093386469455,9.484621375063718,True
176,-0.11088419565418306,-2.0155480754960386,2.226246699016678,0.13420836189225993,0.010338726537337754,12.981130839235728,True
177,-5.54821625461936,-0.1693920847581829,4.847182227308277,0.23131036469509902,0.01182338770620912,19.56379765620179,True
178,1.3595708942009734,-7.660452882930112,2.5294982339406547,0.09330658625240655,0.011069944442773224,8.428821547819037,True
179,-0.5265500521703315,0.09170465660617211,1.7232739141889952,0.12251842804867419,0.010136146709831978,12.087278485209012,True
180,-4.7595653201073445,-7.377798471401422,1.5432186053823655,-0.13678949949155939,0.01154826640401697,,False
181,-4.559612866573051,0.19292020557156064,2.191035087734913,0.05645260346558335,0.009766341379198538,,False
182,-1.6957029086336766,-5.404002464182309,1.3048933965441052,-0.04029814340803641,0.010218872306930351,,False
183,1.102648838907096,1.1765336532904804,1.8769865405237351,0.1963729970025989,0.011112466951831877,17.67141336426895,True
184,-1.8072370660892343,-4.345355181107811,1.5791070182205145,-0.002552371773390773,0.00994612272671884,,False
185,-3.849314091397748,1.8853970334842742,1.690196049151968,0.06652550894685919,0.009846930704308057,,False
186,-4.2634578069205915,-2.574664498792533,3.9183176933088624,0.14851723665602515,0.01065677260855311,13.93641791106863,True
187,1.8702533018377707,-3.542179419238127,3.007248225990431,0.2186157884174063,0.01171319421583752,18.66406245717448,True
188,0.654034037994629,1.8164898372324316,1.7447419396192094,0.18607680508667263,0.010988589511055047,16.933638744032656,True
189,-4.842324339268858,-0.5183304192466309,4.149209451294766,0.18888576357909595,0.011083601729896638,17.041911842573708,True
190,1.7464617406681064,1.6577760563356403,4.370348549828254,0.41574402544096345,0.016578382937610676,25.077477520306434,True
191,0.769254896421625,0.8073992241559402,2.08990417034193,0.19764461443823625,0.011113421954905249,17.784316589455127,True
192,-3.156382089754854,-3.1293561970268495,2.1229945140233255,0.027068102298044756,0.009827859585153698,,False
