rank,tag,twist_mid_deg,twist_tip_deg,alpha_deg,vlm_CL,vlm_CD,vlm_LD,su2_exit_ok,su2_CL,su2_CD,su2_LD,su2_residual,n_iter_completed,t_mesh_s,t_su2_s
0,rank0,1.7464617406681064,1.6577760563356403,4.370348549828254,0.41574402544096345,0.016578382937610676,25.077477520306434,True,0.30350623317788145,0.022315260493004665,13.60083756463537,-4.243124,2499,44.00209999084473,2009.3042137622833
1,rank1,1.9577841836334304,0.741267926453208,4.418932361347457,0.4083982656495477,0.01628993577103902,25.070587839616685,True,0.2963344576948701,0.021354203197868085,13.877102083792801,-4.241165,2499,41.470945835113525,2236.917064666748
2,rank2,1.9881249410171487,1.302557103664233,4.241673039609236,0.40556567636309404,0.01621955403399135,25.00473659837683,True,0.30000217988007993,0.021703264490339772,13.822905766715987,-4.252034,2499,53.45523262023926,2306.6894931793213
5,rank5,0.23406244040319724,-1.3254176369223476,4.8319193121851844,0.35858089441263086,0.014732286989379492,24.339798340280222,True,0.24882396868754164,0.012615606928714192,19.72350360101956,-4.233014,2499,58.851001501083374,2437.6356222629547
